# SPDX-License-Identifier: GPL-3.0-or-later
# SPDX-FileCopyrightText: 2026 Hexproof contributors
# Generated by tools/forge-printings/generate.py; see printing-aliases.json.
# name	catalog set	catalog number	native set	native number
Dollmaker's Shop // Porcelain Gallery	PDSK	4s	DSK	4
Domesticated Mammoth	CMB2	72	CMB1	72
Domesticated Watercourse	CMB2	114	CMB1	114
Dominating Vampire	PVOW	154p	VOW	154
Dominating Vampire	PVOW	154s	VOW	154
Domri, Anarch of Bolas	PWAR	191p	WAR	191
Domri, Anarch of Bolas	PWAR	191s	WAR	191
Domri, Chaos Bringer	MED	RA7	RNA	166
Doom Foretold	PELD	187p	ELD	187
Doom Foretold	PELD	187s	ELD	187
Doom Whisperer	PGRN	69p	GRN	69
Doomed Necromancer	WC03	pk140	ONS	140
Doomsday Excruciator	PDSK	94p	DSK	94
Doomsday Excruciator	PDSK	94s	DSK	94
Doomskar	PKHM	9p	KHM	9
Doomskar	PKHM	9s	KHM	9
Doomskar Warrior	PMOM	185p	MOM	185
Doomskar Warrior	PMOM	185s	MOM	185
Doorkeeper Thrull	PMKM	13p	MKM	13
Doorkeeper Thrull	PMKM	13s	MKM	13
Doors of Durin	PLTR	199s	LTR	199
Doppelgang	PMKM	198p	MKM	198
Doppelgang	PMKM	198s	MKM	198
Doran, Besieged by Time	PECL	215p	ECL	215
Dorothea, Vengeful Victim // Dorothea's Retribution	PVOW	235s	VOW	235
Double Down	POTJ	44p	OTJ	44
Double Down	POTJ	44s	OTJ	44
Double Major	PSTX	179p	STX	179
Double Major	PSTX	179s	STX	179
Double Vision	PM21	142p	M21	142
Double Vision	PM21	142s	M21	142
Doubling Season	PFDN	216p	FDN	216
Doubling Season	PFDN	216s	FDN	216
Dour Port-Mage	PBLB	47p	BLB	47
Dour Port-Mage	PBLB	47s	BLB	47
Dovin Baan	PKLD	179s	KLD	179
Dovin, Hand of Control	PWAR	229s	WAR	229
Dowsing Dagger // Lost Vale	PXLN	235s	XLN	235
Drach'Nyen	40K	117★	40K	117
Dracogenesis	PTDM	105p	TDM	105
Dracogenesis	PTDM	105s	TDM	105
Draconautics Engineer	PDFT	121p	DFT	121
Draconautics Engineer	PDFT	121s	DFT	121
Draconic Destiny	PBRO	130p	BRO	130
Draconic Destiny	PBRO	130s	BRO	130
Draconic Intervention	PSTX	96p	STX	96
Draconic Intervention	PSTX	96s	STX	96
Drafna, Founder of Lat-Nam	PBRO	47p	BRO	47
Drafna, Founder of Lat-Nam	PBRO	47s	BRO	47
Drag the Canal	PMKM	199p	MKM	199
Drag the Canal	PMKM	199s	MKM	199
Drag to the Bottom	PDMU	91p	DMU	91
Drag to the Bottom	PDMU	91s	DMU	91
Dragon Engine	SUM	246	3ED	246
Dragon Roost	10E	197★	10E	197
Dragon Tempest	FDC	150	C17	134
Dragon Tempest	PDTK	136p	DTK	136
Dragon Turtle	PAFR	56a	AFR	307
Dragon Turtle	PAFR	56p	AFR	56
Dragon Turtle	PAFR	56s	AFR	56
Dragon Whelp	CED	142	2ED	142
Dragon Whelp	CEI	142	2ED	142
Dragon Whelp	SUM	143	3ED	143
Dragon's Claw	9ED	296★	9ED	296
Dragon's Hoard	FDC	253	AFC	204
Dragon's Hoard	PM19	232s	M19	232
Dragon-Style Twins	PKTK	108s	KTK	108
Dragonback Assault	PTDM	179p	TDM	179
Dragonback Assault	PTDM	179s	TDM	179
Dragonfire Blade	PTDM	240p	TDM	240
Dragonfire Blade	PTDM	240s	TDM	240
Dragonhawk, Fate's Tempest	FDC	151	BLB	132
Dragonhawk, Fate's Tempest	PBLB	132p	BLB	132
Dragonhawk, Fate's Tempest	PBLB	132s	BLB	132
Dragonkin Berserker	PKHM	131p	KHM	131
Dragonkin Berserker	PKHM	131s	KHM	131
Dragonlord Atarka	PDTK	216s	DTK	216
Dragonlord Dromoka	PDTK	217s	DTK	217
Dragonlord Kolaghan	PDTK	218s	DTK	218
Dragonlord Ojutai	PDTK	219s	DTK	219
Dragonlord Silumgar	PDTK	220s	DTK	220
Dragonlord's Servant	FDC	152	AFC	123
Dragonmaster Outcast	FDC	153	AFC	124
Dragonmaster Outcast	PBFZ	144p	BFZ	144
Dragonmaster Outcast	PBFZ	144s	BFZ	144
Dragonologist	PTDM	42p	TDM	42
Dragonologist	PTDM	42s	TDM	42
Dragonscale Boon	UGIN	131	KTK	131
Dragonscale General	PFRF	11s	PFRF	11
Dragonsguard Elite	PSTX	127p	STX	127
Dragonsguard Elite	PSTX	127s	STX	127
Dragonskull Summit	PXLN	252p	XLN	252
Dragonskull Summit	PXLN	252s	XLN	252
Dragonspeaker Shaman	FDC	154	AFC	330
Dragonstorm Globe	FDC	254	TDM	241
Dragonwing Glider	PONE	128p	ONE	128
Dragonwing Glider	PONE	128s	ONE	128
Drain Life	CED	106	2ED	106
Drain Life	CEI	106	2ED	106
Drain Life	OLEP	67	2ED	106
Drain Life	PTC	ll132	4ED	132
Drain Life	SUM	106	2ED	106
Drain Power	CED	57	2ED	57
Drain Power	CEI	57	2ED	57
Drain Power	SUM	56	30A	56
Drake Hatcher	PFDN	35s	FDN	35
Drake Haven	PAKH	51s	AKH	51
Dramatic Finale	PSTX	180p	STX	180
Dramatic Finale	PSTX	180s	STX	180
Drana and Linvala	PMOM	222p	MOM	222
Drana and Linvala	PMOM	222s	MOM	222
Drana's Chosen	POGW	84s	OGW	84
Drana, Liberator of Malakir	PBFZ	109s	BFZ	109
Drana, the Last Bloodchief	PZNR	98p	ZNR	98
Drana, the Last Bloodchief	PZNR	98s	ZNR	98
Drannith Ruins	PMAT	50p	MAT	50
Draugr Necromancer	PKHM	86p	KHM	86
Draugr Necromancer	PKHM	86s	KHM	86
Drawn from Dreams	PM20	56p	M20	56
Drawn from Dreams	PM20	56s	M20	56
Dread Defiler	POGW	68s	POGW	68
Dread Presence	PM20	96p	M20	96
Dread Presence	PM20	96s	M20	96
Dread Return	40K	200★	40K	200
Dread Shade	PDOM	88s	DOM	88
Dread Wanderer	PAKH	88s	AKH	88
Dread of Night	WC98	bs130sb	6ED	122
Dreadbore	RVR	365z	RVR	365
Dreadfeast Demon	PVOW	108s	VOW	108
Dreadhorde Arcanist	PWAR	125p	WAR	125
Dreadhorde Arcanist	PWAR	125s	WAR	125
Dreadhorde Butcher	PWAR	194p	WAR	194
Dreadhorde Butcher	PWAR	194s	WAR	194
Dreadhorde Invasion	FRC	48	CMM	866
Dreadhorde Invasion	PWAR	86p	WAR	86
Dreadhorde Invasion	PWAR	86s	WAR	86
Dream Devourer	PKHM	90p	KHM	90
Dream Devourer	PKHM	90s	KHM	90
Dream Harvest	PECL	216p	ECL	216
Dream Prowler	9ED	74★	9ED	74
Dream Strix	PSTX	42p	STX	42
Dream Strix	PSTX	42s	STX	42
Dream Trawler	PTHB	214p	THB	214
Dream Trawler	PTHB	214s	THB	214
Dreamcaller Siren	PXLN	54s	XLN	54
Dreamdew Entrancer	PBLB	211p	BLB	211
Dreamdew Entrancer	PBLB	211s	BLB	211
Dreamroot Cascade	PSOS	254p	SOS	254
Dreamroot Cascade	PVOW	262p	VOW	262
Dreamroot Cascade	PVOW	262s	VOW	262
Dreamshackle Geist	PVOW	58s	VOW	58
Dreamstealer	PHOU	63s	HOU	63
Dreamtide Whale	PMH3	59s	MH3	59
Dregs of Sorrow	7ED	129★	7ED	129
Dress Down	PMH2	39s	MH2	39
Driven // Despair	PHOU	157s	HOU	157
Drivnod, Carnage Dominus	PONE	90p	ONE	90
Drivnod, Carnage Dominus	PONE	90s	ONE	90
Drizzt Do'Urden	PAFR	220a	AFR	220
Drizzt Do'Urden	PAFR	220p	AFR	220
Drizzt Do'Urden	PAFR	220s	AFR	220
Drogskol Cavalry	PSOI	15s	PSOI	15
Dromoka's Command	PDTK	221s	DTK	221
Dromoka, the Eternal	PFRF	151s	FRF	151
Drowned Catacomb	FRC	69	DRC	152
Drowned Catacomb	PXLN	253p	XLN	253
Drowned Catacomb	PXLN	253s	XLN	253
Drowned Secrets	PGRN	39p	GRN	39
Drowner of Hope	PBFZ	57s	PBFZ	57
Drownyard Temple	PSOI	271s	SOI	271
Drudge Skeletons	10E	139★	10E	139
Drudge Skeletons	7ED	130★	7ED	130
Drudge Skeletons	8ED	129★	8ED	129
Drudge Skeletons	9ED	126★	9ED	126
Drudge Skeletons	CED	107	2ED	107
Drudge Skeletons	CEI	107	2ED	107
Drudge Skeletons	SUM	107	2ED	107
Dryad of the Ilysian Grove	PTHB	169p	THB	169
Dryad of the Ilysian Grove	PTHB	169s	THB	169
Dubious Challenge	PKLD	152s	KLD	152
Duelist of the Mind	POTJ	45p	OTJ	45
Duelist of the Mind	POTJ	45s	OTJ	45
Duke Ulder Ravengard	PCLB	272s	CLB	272
Duneblast	PKTK	174s	KTK	174
Dungeon Descent	PAFR	255a	AFR	255
Dungeon Descent	PAFR	255p	AFR	255
Dungeon Descent	PAFR	255s	AFR	255
Dungeon Geists	PM20	57p	M20	57
Dungeon Geists	PM20	57s	M20	57
Dungrove Elder	FDC	199	DCI	80
Duplicant	FDC	255	2XM	249
Duress	7ED	131★	7ED	131
Duress	WC01	ar131	7ED	131
Duress	WC01	ar131sb	7ED	131
Duress	WC01	tvdl131	7ED	131
Duress	WC02	cr131sb	7ED	131
Duress	WC99	js132	USG	132
Durkwood Boars	ITP	39	4ED	241
Durkwood Boars	RQS	38	S00	38
Dusk // Dawn	PAKH	210s	AKH	210
Dusk Imp	10E	140★	10E	140
Dusk Imp	8ED	130★	8ED	130
Dusk Legion Duelist	PMOM	11p	MOM	11
Dusk Legion Duelist	PMOM	11s	MOM	11
Dust Animus	POTJ	9p	OTJ	9
Dust Animus	POTJ	9s	OTJ	9
Dust Bowl	WC00	jk316	MMQ	316
Dust Stalker	PBFZ	202s	BFZ	202
Dwarven Catapult	PTC	et51sb	5ED	220
Dwarven Demolition Team	8ED	184★	8ED	184
Dwarven Demolition Team	CED	143	2ED	143
Dwarven Demolition Team	CEI	143	2ED	143
Dwarven Miner	WC98	br169sb	MIR	169
Dwarven Ruins	PTC	mj94	FEM	94
Dwarven Thaumaturgist	WC98	br98sba	WTH	98
Dwarven Warriors	CED	144	2ED	144
Dwarven Warriors	CEI	144	2ED	144
Dwarven Warriors	SUM	144	2ED	144
Dwarven Weaponsmith	SUM	145	3ED	145
Dwynen, Gilt-Leaf Daen	PORI	172s	PORI	172
Dyadrine, Synthesis Amalgam	PEOE	216p	EOE	216
Dyadrine, Synthesis Amalgam	PEOE	216s	EOE	216
Dying to Serve	PVOW	109s	VOW	109
Dynaheir, Invoker Adept	PCLB	273s	CLB	273
Dynavolt Tower	PKLD	208s	KLD	208
Dystopia	WC97	js47sb	ALL	47
Eager Cadet	7ED	14★	7ED	14
Earl of Squirrel	ULST	108	PUST	108
Early Harvest	7ED	237★	7ED	237
Early Harvest	9ED	235★	9ED	235
Earth Elemental	CED	145	2ED	145
Earth Elemental	CEI	145	2ED	145
Earth Elemental	SUM	146	3ED	146
Earth King's Lieutenant	PTLA	217s	TLA	217
Earthbender Ascension	PTLA	175s	TLA	175
Earthbind	CED	146	2ED	146
Earthbind	CEI	146	2ED	146
Earthbind	SUM	147	3ED	147
Earthen Ally	PTLA	177s	TLA	177
Earthquake	7ED	180★	7ED	180
Earthquake	CED	147	2ED	147
Earthquake	CEI	147	2ED	147
Earthquake	OLEP	32	2ED	147
Earthquake	PTC	et189	4ED	189
Earthquake	PTC	mj189	4ED	189
Earthquake	SUM	148	3ED	148
Earthquake	WC97	jk223sb	2ED	147
Earthquake	WC97	js223	5ED	223
Earthquake	WC99	kb173sb	2ED	147
Earthquake Dragon	PCLB	228s	CLB	228
Earthshaker Khenra	PHOU	90s	HOU	90
Eastern Paladin	7ED	132★	7ED	132
Eastern Paladin	8ED	131★	8ED	131
Eat to Extinction	PTHB	90p	THB	90
Eat to Extinction	PTHB	90s	THB	90
Eater of Virtue	PNEO	245p	NEO	245
Eater of Virtue	PNEO	245s	NEO	245
Ebon Stronghold	PTC	ll95	FEM	95
Ebondeath, Dracolich	PAFR	100a	AFR	100
Ebondeath, Dracolich	PAFR	100p	AFR	100
Ebondeath, Dracolich	PAFR	100s	AFR	100
Ebony Charm	WC97	js120sb	MIR	120
Ebony Horse	SUM	247	3ED	247
Echocasting Symposium	PSOS	44p	SOS	44
Echoes of Eternity	PMH3	4p	MH3	4
Echoes of Eternity	PMH3	4s	MH3	4
Echoing Deeps	PLCI	271p	LCI	271
Echoing Deeps	PLCI	271s	LCI	271
Ecological Appreciation	PSTX	128p	STX	128
Ecological Appreciation	PSTX	128s	STX	128
Edgar Markov	OC17	36	C17	36
Edgar, King of Figaro	PFIN	51s	FIN	51
Edric, Spymaster of Trest	PCMD	196	CMD	196
Eerie Interlude	PSOI	16p	SOI	16
Eerie Interlude	PSOI	16s	SOI	16
Eerie Ultimatum	PIKO	184p	IKO	184
Eerie Ultimatum	PIKO	184s	IKO	184
Efreet Flamepainter	PSTX	98p	STX	98
Efreet Flamepainter	PSTX	98s	STX	98
Egon, God of Death // Throne of Death	PKHM	92s	KHM	92
Eidolon of Obstruction	PTHB	12p	THB	12
Eidolon of Obstruction	PTHB	12s	THB	12
Eiganjo Uprising	PNEO	217p	NEO	217
Eiganjo Uprising	PNEO	217s	NEO	217
Eiganjo, Seat of the Empire	PNEO	268p	NEO	268
Eiganjo, Seat of the Empire	PNEO	268s	NEO	268
El-Hajjâj	SUM	108	3ED	108
Eladamri, Korvecdal	PMH3	149s	MH3	149
Elder Brain	PCLB	125s	CLB	125
Elder Deep-Fiend	PEMN	5s	EMN	5
Elder Druid	7ED	238★	7ED	238
Elder Gargaroth	FDC	200	DRC	111
Elder Gargaroth	PM21	179p	M21	179
Elder Gargaroth	PM21	179s	M21	179
Eldrazi Displacer	POGW	13s	OGW	13
Eldrazi Linebreaker	PMH3	117s	MH3	117
Eldrazi Mimic	POGW	2s	OGW	2
Eldrazi Obligator	POGW	96s	OGW	96
Eldritch Evolution	PEMN	155s	EMN	155
Eldritch Pact	PCLB	126s	CLB	126
Electrodominance	PRNA	99p	RNA	99
Electroduplicate	PFDN	85s	FDN	85
Electrostatic Pummeler	PKLD	210s	KLD	210
Elegant Parlor	PMKM	260p	MKM	260
Elegant Parlor	PMKM	260s	MKM	260
Elegy Acolyte	PEOE	97p	EOE	97
Elegy Acolyte	PEOE	97s	EOE	97
Elemental Bond	FDC	201	C17	148
Elemental Expressionist	PSTX	181p	STX	181
Elemental Expressionist	PSTX	181s	STX	181
Elemental Teachings	PTLA	178s	TLA	178
Elenda, Saint of Dusk	PFDN	119p	FDN	119
Elenda, Saint of Dusk	PFDN	119s	FDN	119
Elenda, the Dusk Rose	PRIX	157s	RIX	157
Elesh Norn // The Argent Etchings	PMOM	12s	MOM	12
Elesh Norn, Grand Cenobite	MUL	133z	MUL	133
Elesh Norn, Mother of Machines	PONE	10p	ONE	10
Elesh Norn, Mother of Machines	PONE	10s	ONE	10
Elfhame Palace	8ED	324★	8ED	324
Elfhame Palace	WC03	dz324	8ED	324
Eliminate the Competition	PKLD	78s	KLD	78
Elite Archers	7ED	15★	7ED	15
Elite Archers	8ED	18★	8ED	18
Elite Javelineer	8ED	19★	8ED	19
Elite Spellbinder	PSTX	17p	STX	17
Elite Spellbinder	PSTX	17s	STX	17
Elkin Bottle	PTC	mj317	ICE	317
Ellywick Tumblestrum	PAFR	181a	AFR	181
Ellywick Tumblestrum	PAFR	181p	AFR	181
Ellywick Tumblestrum	PAFR	181s	AFR	181
Elminster	PCLB	274s	CLB	274
Elminster's Simulacrum	PCLB	68s	CLB	68
Elrond, Master of Healing	PLTR	200s	LTR	200
Elsewhere Flask	BRR	78z	BRR	78
Elspeth Conquers Death	PTHB	13p	THB	13
Elspeth Conquers Death	PTHB	13s	THB	13
Elspeth Resplendent	PSNC	11p	SNC	11
Elspeth Resplendent	PSNC	11s	SNC	11
Elspeth, Knight-Errant	MED	GR1	ALA	9
Elspeth, Storm Slayer	PTDM	11p	TDM	11
Elspeth, Storm Slayer	PTDM	11s	TDM	11
Elspeth, Sun's Champion	FRC	24	BLC	97
Elspeth, Sun's Nemesis	PTHB	14p	THB	14
Elspeth, Sun's Nemesis	PTHB	14s	THB	14
Elturel Survivors	PCLB	172s	CLB	172
Eluge, the Shoreless Sea	PBLB	49p	BLB	49
Eluge, the Shoreless Sea	PBLB	49s	BLB	49
Elusive Otter // Grove's Bounty	PWOE	225p	WOE	225
Elusive Otter // Grove's Bounty	PWOE	225s	WOE	225
Elusive Tormentor // Insidious Mist	PSOI	108s	PSOI	108
Elven Chorus	PLTR	160s	LTR	160
Elven Riders	ITP	40	10E	259
Elven Riders	RQS	39	10E	259
Elvish Archdruid	PFDN	219s	FDN	219
Elvish Archers	7ED	239★	7ED	239
Elvish Archers	CED	192	2ED	192
Elvish Archers	CEI	192	2ED	192
Elvish Archers	ITP	41	2ED	192
Elvish Archers	PTC	pp243	4ED	243
Elvish Archers	RQS	40	2ED	192
Elvish Archers	SUM	193	3ED	193
Elvish Archivist	PWOE	168p	WOE	168
Elvish Archivist	PWOE	168s	WOE	168
Elvish Bard	9ED	236★	9ED	236
Elvish Berserker	9ED	237★	9ED	237
Elvish Champion	10E	261★	10E	261
Elvish Champion	7ED	240★	7ED	240
Elvish Champion	8ED	241★	8ED	241
Elvish Champion	9ED	238★	9ED	238
Elvish Clancaller	PM19	179p	M19	179
Elvish Clancaller	PM19	179s	M19	179
Elvish Lyrist	7ED	241★	7ED	241
Elvish Lyrist	8ED	242★	8ED	242
Elvish Lyrist	WC99	ml248	USG	248
Elvish Mystic	FDC	202	C14	191
Elvish Pioneer	8ED	243★	8ED	243
Elvish Piper	7ED	242★	7ED	242
Elvish Piper	8ED	244★	8ED	244
Elvish Piper	9ED	239★	9ED	239
Elvish Reclaimer	PM20	169p	M20	169
Elvish Reclaimer	PM20	169s	M20	169
Elvish Scrapper	8ED	245★	8ED	245
Elvish Warmaster	PKHM	167p	KHM	167
Elvish Warmaster	PKHM	167s	KHM	167
Elvish Warrior	9ED	240★	9ED	240
Embercleave	PELD	120p	ELD	120
Embercleave	PELD	120s	ELD	120
Emberheart Challenger	PBLB	133p	BLB	133
Emberheart Challenger	PBLB	133s	BLB	133
Embermage Goblin	ONS	200★	ONS	200
Embermaw Hellion	PORI	141s	ORI	141
Embodiment of Agonies	PM20	98p	M20	98
Embodiment of Agonies	PM20	98s	M20	98
Emerald Charm	WC97	sg106sb	DMR	158
Emerald Charm	WC98	bs106sb	DMR	158
Emergency Powers	PRNA	169s	RNA	169
Emergent Ultimatum	PIKO	185p	IKO	185
Emergent Ultimatum	PIKO	185s	IKO	185
Emeria Shepherd	FDC	27	BFZ	22
Emeria Shepherd	PBFZ	22s	BFZ	22
Emeria's Call // Emeria, Shattered Skyclave	PZNR	12s	ZNR	12
Emeritus of Abundance // Regrowth	PSOS	145p	SOS	145
Emeritus of Conflict // Lightning Bolt	PSOS	113p	SOS	113
Emeritus of Ideation // Ancestral Recall	PSOS	45p	SOS	45
Emeritus of Truce // Swords to Plowshares	PSOS	13p	SOS	13
Emeritus of Woe // Demonic Tutor	PSOS	80p	SOS	80
Emet-Selch, Unsundered // Hades, Sorcerer of Eld	PFIN	218s	FIN	218
Emissary Escort	PEOE	56p	EOE	56
Emissary Escort	PEOE	56s	EOE	56
Emmara, Soul of the Accord	PGRN	168s	PGRN	168
Emperor Crocodile	8ED	246★	8ED	246
Emperor Crocodile	9ED	241★	9ED	241
Emperor of Bones	PMH3	90s	MH3	90
Emperor's Vanguard	PXLN	189s	XLN	189
Emptiness	PECL	222p	ECL	222
Empyrial Armor	WC98	bh13	WTH	13
Emrakul's Evangel	PEMN	156s	EMN	156
Emrakul, the Aeons Torn	P10	4★	ROE	4
Emrakul, the Promised End	PEMN	6s	EMN	6
Emrakul, the World Anew	MH3	381z	MH3	381
Emrakul, the World Anew	PMH3	6s	MH3	6
Emry, Lurker of the Loch	MUL	139z	MUL	139
Emry, Lurker of the Loch	PELD	43p	ELD	43
Emry, Lurker of the Loch	PELD	43s	ELD	43
Enchanted Prairie	CMB2	115	CMB1	115
Enchantmentize	CMB2	21	CMB1	21
Encroaching Mycosynth	PONE	47p	ONE	47
Encroaching Mycosynth	PONE	47s	ONE	47
End-Blaze Epiphany	PECL	134p	ECL	134
End-Raze Forerunners	PRNA	124s	RNA	124
End-Raze Forerunners	PRNA	124★	RNA	124
Endbringer	POGW	3s	POGW	3
Endless Atlas	40K	237★	40K	237
Endless Atlas	FDC	256	2XM	251
Endless Detour	PSNC	183p	SNC	183
Endless Detour	PSNC	183s	SNC	183
Endless One	PBFZ	8s	BFZ	8
Endless Ranks of the Dead	FDC	97	DBL	535
Endless Sands	PHOU	176s	HOU	176
Enduring Angel // Angelic Enforcer	PMID	17s	MID	17
Enduring Courage	PDSK	133p	DSK	133
Enduring Courage	PDSK	133s	DSK	133
Enduring Curiosity	PDSK	51p	DSK	51
Enduring Curiosity	PDSK	51s	DSK	51
Enduring Innocence	PDSK	6p	DSK	6
Enduring Innocence	PDSK	6s	DSK	6
Enduring Renewal	OLEP	39	ICE	23
Enduring Renewal	OLEP	40	ICE	23
Enduring Tenacity	PDSK	95p	DSK	95
Enduring Tenacity	PDSK	95s	DSK	95
Enduring Vitality	PDSK	176p	DSK	176
Enduring Vitality	PDSK	176s	DSK	176
Energy Field	WC00	tvdl73	USG	73
Energy Flux	ITP	8	3ED	57
Energy Flux	RQS	8	3ED	57
Energy Flux	SUM	57	3ED	57
Energy Flux	WC00	nl78sb	3ED	57
Energy Storm	PTC	et24sb	ICE	24
Enfeeblement	9ED	127★	9ED	127
Engineered Plague	7ED	133★	7ED	133
Engineered Plague	WC01	ar133sb	7ED	133
Engulf the Shore	PSOI	58s	SOI	58
Enigmatic Incarnation	PTHB	215p	THB	215
Enigmatic Incarnation	PTHB	215s	THB	215
Enlightened Tutor	WC00	nl19	6ED	19
Enlightened Tutor	WC00	tvdl19	6ED	19
Enrage	8ED	185★	8ED	185
Enrage	9ED	180★	9ED	180
Enter the Dungeon	ULST	19	UND	36
Enter the God-Eternals	PWAR	196p	WAR	196
Enter the God-Eternals	PWAR	196s	WAR	196
Entity Tracker	PDSK	53p	DSK	53
Entity Tracker	PDSK	53s	DSK	53
Entomb	WC03	pk132	ODY	132
Entrancing Melody	PXLN	55p	XLN	55
Entrancing Melody	PXLN	55s	XLN	55
Entrapment Maneuver	40K	185★	40K	185
Entropic Battlecruiser	PEOE	99p	EOE	99
Entropic Battlecruiser	PEOE	99s	EOE	99
Envelop	WC03	dh39sb	JUD	39
Epiphany at the Drownyard	PSOI	59s	SOI	59
Epistolary Librarian	40K	118★	40K	118
Equilibrium	7ED	71★	7ED	71
Eradicator Valkyrie	PKHM	94p	KHM	94
Eradicator Valkyrie	PKHM	94s	KHM	94
Erase	WC00	tvdl7sb	KTK	9
Erebos's Intervention	PTHB	94p	THB	94
Erebos's Intervention	PTHB	94s	THB	94
Erebos, Bleak-Hearted	PTHB	93p	THB	93
Erebos, Bleak-Hearted	PTHB	93s	THB	93
Erg Raiders	SUM	109	3ED	109
Erhnam Djinn	OLEP	8	ARN	48
Erhnam Djinn	OLEP	9	ARN	48
Erhnam Djinn	PTC	bl64	CHR	64
Erhnam Djinn	PTC	et64	CHR	64
Erhnam Djinn	PTC	gb64	CHR	64
Erhnam Djinn	PTC	pp64	CHR	64
Eriette of the Charmed Apple	PWOE	202p	WOE	202
Eriette of the Charmed Apple	PWOE	202s	WOE	202
Eriette, the Beguiler	POTJ	202p	OTJ	202
Eriette, the Beguiler	POTJ	202s	OTJ	202
Erode	PSOS	15p	SOS	15
Eron the Relentless	PTC	mj73sb	HML	73
Errant and Giada	PMOM	224p	MOM	224
Errant and Giada	PMOM	224s	MOM	224
Errant, Street Artist	PSNC	41p	SNC	41
Errant, Street Artist	PSNC	41s	SNC	41
Escape to the Wilds	PELD	189p	ELD	189
Escape to the Wilds	PELD	189s	ELD	189
Eshki Dragonclaw	PTDM	182p	TDM	182
Eshki Dragonclaw	PTDM	182s	TDM	182
Esika's Chariot	PKHM	169p	KHM	169
Esika's Chariot	PKHM	169s	KHM	169
Esika, God of the Tree // The Prismatic Bridge	PKHM	168s	KHM	168
Esper Origins // Summon: Esper Maduin	PFIN	185s	FIN	185
Esper Sentinel	PMH2	12s	MH2	12
Essence Channeler	PBLB	12p	BLB	12
Essence Channeler	PBLB	12s	BLB	12
Essence Filter	PTC	pp233sb	ICE	233
Estrid, the Masked	OC18	40	C18	40
Etali, Primal Conqueror // Etali, Primal Sickness	PMOM	137s	MOM	137
Eternal Dragon	WC04	gn12a	AFC	66
Eternal Dragon	WC04	jn12	SCG	12
Eternal Scourge	PEMN	7s	EMN	7
Eternal Taskmaster	FDC	98	J25	117
Eternal Witness	WC04	jn86	5DN	86
Ethereal Absolution	PRNA	170s	RNA	170
Etrata, Deadly Fugitive	PMKM	200p	MKM	200
Etrata, Deadly Fugitive	PMKM	200s	MKM	200
Etrata, the Silencer	PGRN	170s	GRN	170
Evacuation	7ED	72★	7ED	72
Evacuation	8ED	76★	8ED	76
Evacuation	9ED	75★	9ED	75
Evelyn, the Covetous	PSNC	184p	SNC	184
Evelyn, the Covetous	PSNC	184s	SNC	184
Even the Score	PSNC	42p	SNC	42
Even the Score	PSNC	42s	SNC	42
Evendo, Waking Haven	PEOE	253p	EOE	253
Evendo, Waking Haven	PEOE	253s	EOE	253
Ever After	PSOI	109s	SOI	109
Everflowing Chalice	40K	238★	40K	238
Evil Boros Charm	CMB2	90	CMB1	90
Evil Presence	CED	108	2ED	108
Evil Presence	CEI	108	2ED	108
Evil Presence	SUM	110	3ED	110
Evincar's Justice	WC99	js134sb	CMA	58
Evolutionary Leap	PORI	176s	ORI	176
Evolved Sleeper	PDMU	93p	DMU	93
Evolved Sleeper	PDMU	93s	DMU	93
Evolved Spinoderm	PONE	166p	ONE	166
Evolved Spinoderm	PONE	166s	ONE	166
Evolving Door	PSNC	144p	SNC	144
Evolving Door	PSNC	144s	SNC	144
Evolving Wilds	40K	277★	40K	277
Evra, Halcyon Witness	PDOM	16s	DOM	16
Exalted Angel	WC03	dz28sb	G06	1
Exalted Angel	WC04	gn28	ONS	28
Exalted Flamer of Tzeentch	40K	119★	40K	119
Exalted Sunborn	PEOE	15p	EOE	15
Exalted Sunborn	PEOE	15s	EOE	15
Excalibur II	PFIN	257s	FIN	257
Execute	8ED	132★	8ED	132
Execute	9ED	128★	9ED	128
Exemplar of Light	FDC	28	FDN	11
Exemplar of Light	PFDN	11p	FDN	11
Exemplar of Light	PFDN	11s	FDN	11
Exert Influence	PBFZ	77s	BFZ	77
Exhaustion	9ED	76★	9ED	76
Exhibition Tidecaller	PSOS	48p	SOS	48
Exile	WC97	js3sb	6ED	21
Exocrine	40K	76★	40K	76
Exorcise	FDC	29	DSK	8
Exotic Orchard	40K	278★	40K	278
Exotic Orchard	FRC	70	40K	278
Expansion // Explosion	PGRN	224p	GRN	224
Expansion // Explosion	PGRN	224s	GRN	224
Expedited Inheritance	PMKM	123p	MKM	123
Expedited Inheritance	PMKM	123s	MKM	123
Expel the Interlopers	PWOE	13p	WOE	13
Expel the Interlopers	PWOE	13s	WOE	13
Experimental Frenzy	PGRN	99p	GRN	99
Explore	40K	213★	40K	213
Explosive Getaway	PDFT	202p	DFT	202
Explosive Getaway	PDFT	202s	DFT	202
Explosive Singularity	PNEO	140p	NEO	140
Explosive Singularity	PNEO	140s	NEO	140
Exponential Growth	PSTX	130p	STX	130
Exponential Growth	PSTX	130s	STX	130
Exquisite Archangel	PAER	18s	AER	18
Exquisite Firecraft	PORI	143s	ORI	143
Exterminatus	40K	120★	40K	120
Extinction Event	PIKO	88p	IKO	88
Extinction Event	PIKO	88s	IKO	88
